JobID,JobTitle,Company,Industry,Location,PostedDate,SalaryMin,SalaryMax,ExperienceLevel,RemoteOption,Skills
JOB0064,Senior Data Analyst,ClarityBI,Retail,Chennai,2024-01-04,1670000,2067916,Senior,Yes,"Git, Python, Tableau, Snowflake, AWS"
JOB0065,Senior Data Analyst,StreamlineIT,Healthcare,Pune,2024-03-29,1700000,1960779,Senior,Yes,"R, dbt, AWS, TensorFlow, Pandas, DAX, Tableau, Power BI"
JOB0066,Data Analyst,AnalytiQ,Logistics,Gurugram,2024-03-15,930000,1363846,Mid,Yes,"SQL, Machine Learning, AWS, Tableau"
JOB0067,Senior Data Analyst,Quantify,SaaS,Gurugram,2024-02-17,1940000,2252779,Senior,No,"Git, R, ETL, Tableau, DAX, Azure"
JOB0068,Data Analyst,StreamlineIT,Logistics,Bangalore,2024-01-29,890000,1243754,Mid,Yes,"SQL, Power BI, DAX, Spark, AWS, Excel"
JOB0069,Senior Data Analyst,CoreMetrics,Fintech,Bangalore,2024-01-26,1600000,1886909,Senior,No,"Pandas, dbt, SQL, Looker, Spark, ETL"
JOB0070,Data Analyst,InsightHub,EdTech,Pune,2024-02-27,1060000,1195230,Mid,Hybrid,"Snowflake, Git, dbt, Power BI, Python"
JOB0071,Senior Data Analyst,InfoSys Analytics,EdTech,Delhi,2024-02-05,1590000,2051600,Senior,Yes,"Spark, Git, Pandas, R, Python, AWS, Tableau, Azure"
JOB0072,Senior Data Analyst,PulseTech,Fintech,Bangalore,2024-01-13,1710000,1841910,Senior,Hybrid,"Spark, Git, TensorFlow, Pandas"
JOB0073,Junior Data Analyst,ClarityBI,Fintech,Kolkata,2024-03-03,520000,681030,Entry,No,"Power BI, TensorFlow, Machine Learning, Excel, Snowflake, AWS"
JOB0074,Junior Data Analyst,PulseTech,Healthcare,Gurugram,2024-02-04,510000,1017579,Entry,No,"Machine Learning, dbt, Pandas, SQL, Azure, Statistics, Git, AWS"
JOB0075,Data Analyst,CloudBase,SaaS,Delhi,2024-03-05,1060000,1308769,Mid,No,"AWS, Azure, Snowflake, Spark, DAX, Tableau, TensorFlow, dbt"
JOB0076,Data Analyst,NovaSoft,E-Commerce,Chennai,2024-03-27,800000,1067356,Mid,No,"TensorFlow, Git, R, Snowflake, Power BI, Statistics, Machine Learning"
JOB0077,Senior Data Analyst,PulseTech,Logistics,Gurugram,2024-02-09,1960000,2491257,Senior,Hybrid,"Machine Learning, Excel, Spark, Git"
JOB0078,Data Analyst,Quantify,Healthcare,Noida,2024-01-25,850000,1309004,Mid,No,"Git, Machine Learning, Tableau, DAX, R"
JOB0079,Senior Data Analyst,ByteWise,Healthcare,Chennai,2024-02-08,1560000,1830750,Senior,No,"TensorFlow, NumPy, Azure, Spark, Snowflake, Looker, dbt"
JOB0080,Senior Data Analyst,AnalytiQ,BFSI,Delhi,2024-02-21,1770000,2304756,Senior,Yes,"DAX, Pandas, AWS, NumPy, Statistics, TensorFlow, Machine Learning, SQL"
JOB0081,Data Analyst,MetricsMind,EdTech,Noida,2024-02-18,940000,1050212,Mid,No,"Machine Learning, Git, Azure, AWS, ETL, SQL, R, dbt"
JOB0082,Senior Data Analyst,DataVision,SaaS,Kolkata,2024-03-02,1860000,2409002,Senior,Hybrid,"Excel, Power BI, Spark, R, DAX"
JOB0083,Senior Data Analyst,DataPeak,Retail,Gurugram,2024-01-08,1910000,2140991,Senior,Hybrid,"Git, dbt, Statistics, Python, Excel"
JOB0084,Data Analyst,ClarityBI,Healthcare,Pune,2024-02-22,1020000,1604235,Mid,Yes,"Excel, TensorFlow, Tableau, Power BI, DAX"
JOB0085,Senior Data Analyst,VisionAI,Logistics,Gurugram,2024-03-14,1600000,1994564,Senior,Hybrid,"Pandas, Spark, DAX"
JOB0086,Data Analyst,NovaSoft,Retail,Hyderabad,2024-01-28,810000,983645,Mid,Yes,"DAX, ETL, Pandas"
JOB0087,Data Analyst,DataBridge,BFSI,Kolkata,2024-01-16,980000,1254594,Mid,Hybrid,"Azure, Git, SQL, Tableau"
JOB0088,Data Analyst,ByteWise,SaaS,Noida,2024-02-11,820000,1356036,Mid,Hybrid,"Python, Looker, ETL, SQL, NumPy, dbt, Azure"
JOB0089,Data Analyst,PrimeAnalytics,Healthcare,Bangalore,2024-01-15,830000,1315054,Mid,Hybrid,"dbt, Power BI, Snowflake"
JOB0090,Senior Data Analyst,Quantify,E-Commerce,Noida,2024-03-24,1890000,2309832,Senior,No,"Machine Learning, Power BI, NumPy, Azure, Pandas, Spark, ETL, dbt"
JOB0091,Data Analyst,PulseTech,EdTech,Kolkata,2024-01-03,1030000,1406674,Mid,Yes,"NumPy, SQL, Statistics, AWS, dbt, Looker, Git, Machine Learning"
JOB0092,Junior Data Analyst,ClarityBI,EdTech,Chennai,2024-03-24,460000,1008567,Entry,Hybrid,"dbt, DAX, Snowflake, Pandas"
JOB0093,Senior Data Analyst,NexGen,Fintech,Gurugram,2024-01-13,2000000,2180008,Senior,Yes,"Tableau, Machine Learning, AWS, R"
JOB0094,Data Analyst,MetricsMind,EdTech,Chennai,2024-02-24,830000,1101683,Mid,No,"Spark, Machine Learning, dbt, AWS, R"
JOB0095,Junior Data Analyst,CoreMetrics,SaaS,Hyderabad,2024-01-07,430000,990134,Entry,No,"Excel, Statistics, SQL, Pandas, Machine Learning, TensorFlow"
JOB0096,Junior Data Analyst,Quantify,E-Commerce,Hyderabad,2024-03-15,490000,899443,Entry,Hybrid,"Power BI, R, Looker"
JOB0097,Junior Data Analyst,DataPeak,SaaS,Gurugram,2024-03-05,520000,1008309,Entry,No,"ETL, DAX, NumPy, Machine Learning, Looker, Python, Statistics"
JOB0098,Junior Data Analyst,ByteWise,Retail,Bangalore,2024-01-13,510000,618464,Entry,No,"Statistics, NumPy, Git"
JOB0099,Data Analyst,Quantify,EdTech,Noida,2024-01-06,950000,1170250,Mid,Yes,"Power BI, Statistics, TensorFlow, SQL, Azure, ETL, DAX, R"
JOB0100,Junior Data Analyst,AnalytiQ,Logistics,Noida,2024-03-17,430000,801907,Entry,Yes,"Tableau, TensorFlow, Python, Snowflake"
JOB0101,Data Analyst,TechCorp,Healthcare,Ahmedabad,2024-02-16,880000,1199802,Mid,Yes,"R, Looker, Tableau, Git"
JOB0102,Junior Data Analyst,DataBridge,Healthcare,Mumbai,2024-01-05,480000,791631,Entry,Hybrid,"ETL, Azure, DAX, SQL, Looker, R, TensorFlow, Spark"
JOB0103,Senior Data Analyst,CloudBase,E-Commerce,Ahmedabad,2024-01-12,1790000,2289770,Senior,No,"Looker, R, dbt, Excel, SQL, Snowflake, Git"
JOB0104,Data Analyst,StreamlineIT,Retail,Bangalore,2024-01-17,1010000,1558864,Mid,No,"Pandas, Tableau, SQL, AWS, TensorFlow, Spark, dbt"
JOB0105,Data Analyst,CloudBase,E-Commerce,Kolkata,2024-01-29,1050000,1542544,Mid,Hybrid,"Machine Learning, Tableau, Spark, Looker, dbt, Statistics, Power BI"
JOB0106,Data Analyst,NexGen,Logistics,Chennai,2024-03-31,850000,1080956,Mid,No,"Azure, R, AWS, DAX"
JOB0107,Data Analyst,NexGen,Fintech,Mumbai,2024-01-26,990000,1436660,Mid,Yes,"dbt, Python, Statistics, Git"
JOB0108,Junior Data Analyst,NovaSoft,BFSI,Hyderabad,2024-01-25,440000,748018,Entry,Hybrid,"SQL, dbt, TensorFlow, Snowflake, ETL"
JOB0109,Data Analyst,ZetaData,Retail,Gurugram,2024-01-24,930000,1316198,Mid,No,"Excel, Azure, Looker, DAX, Snowflake, Pandas"
JOB0110,Data Analyst,CloudBase,Healthcare,Hyderabad,2024-03-23,850000,1300231,Mid,Yes,"Looker, Azure, Power BI, ETL, NumPy"
JOB0111,Data Analyst,CoreMetrics,Healthcare,Gurugram,2024-01-11,850000,1013060,Mid,Hybrid,"AWS, Tableau, ETL, Git, Pandas, Machine Learning, Azure"
JOB0112,Junior Data Analyst,VisionAI,Retail,Hyderabad,2024-03-08,430000,970408,Entry,Yes,"Spark, SQL, Machine Learning, ETL, Tableau, AWS, NumPy, Azure"
JOB0113,Senior Data Analyst,MetricsMind,BFSI,Pune,2024-03-10,1950000,2137426,Senior,Hybrid,"R, Excel, Git, Spark, Tableau"
JOB0114,Junior Data Analyst,DataPeak,E-Commerce,Gurugram,2024-02-08,500000,755449,Entry,Yes,"Looker, NumPy, TensorFlow, Pandas, DAX, Power BI"
JOB0115,Senior Data Analyst,DataBridge,Healthcare,Kolkata,2024-02-01,1720000,1929447,Senior,No,"Git, Power BI, Python, NumPy, Tableau, dbt, Spark, Pandas"
JOB0116,Senior Data Analyst,MetricsMind,Healthcare,Ahmedabad,2024-01-16,1600000,1830323,Senior,Hybrid,"Power BI, Spark, Azure, Tableau, Statistics"
JOB0117,Junior Data Analyst,InsightHub,SaaS,Ahmedabad,2024-03-21,470000,968765,Entry,Hybrid,"SQL, Excel, Looker, AWS, dbt"
JOB0118,Data Analyst,NovaSoft,E-Commerce,Kolkata,2024-02-18,860000,1243775,Mid,No,"Git, Pandas, Tableau, Power BI, DAX, dbt, Snowflake, SQL"
JOB0119,Senior Data Analyst,ZetaData,EdTech,Kolkata,2024-03-17,1570000,2129403,Senior,No,"TensorFlow, AWS, Spark, Looker, Excel, Python, ETL, dbt"
JOB0120,Data Analyst,DataBridge,Retail,Pune,2024-03-22,820000,1254527,Mid,Hybrid,"Azure, Git, dbt"
JOB0121,Data Analyst,DataPeak,BFSI,Bangalore,2024-01-29,840000,946777,Mid,Hybrid,"TensorFlow, Spark, Git"
JOB0122,Senior Data Analyst,ClarityBI,E-Commerce,Bangalore,2024-03-16,1910000,2303952,Senior,Hybrid,"dbt, Statistics, Looker, Git, Python, AWS, TensorFlow"
JOB0123,Junior Data Analyst,CoreMetrics,Fintech,Kolkata,2024-02-26,460000,749111,Entry,No,"Git, NumPy, Statistics, Python, ETL, DAX, Snowflake"
JOB0124,Senior Data Analyst,DataPeak,SaaS,Chennai,2024-01-04,1420000,1633266,Senior,Hybrid,"R, SQL, DAX, Excel, AWS, Pandas, Machine Learning"
JOB0125,Senior Data Analyst,Quantify,Logistics,Hyderabad,2024-02-28,1760000,2044747,Senior,Hybrid,"Azure, Pandas, Python, DAX"
JOB0126,Senior Data Analyst,PulseTech,EdTech,Pune,2024-02-12,1970000,2409889,Senior,No,"Statistics, ETL, R, TensorFlow, Power BI"
JOB0127,Junior Data Analyst,PulseTech,Retail,Ahmedabad,2024-03-31,420000,855256,Entry,No,"DAX, TensorFlow, R, Statistics, Machine Learning, Tableau"
JOB0128,Data Analyst,CoreMetrics,Healthcare,Noida,2024-03-12,880000,1068365,Mid,Hybrid,"SQL, Excel, Machine Learning, AWS, Looker"
JOB0129,Senior Data Analyst,VisionAI,Retail,Chennai,2024-01-19,1470000,1674133,Senior,Hybrid,"Power BI, Statistics, Azure"
JOB0130,Data Analyst,DataPeak,Healthcare,Mumbai,2024-01-06,860000,1443004,Mid,Yes,"Excel, AWS, Power BI, DAX, Spark, TensorFlow"
JOB0131,Data Analyst,NovaSoft,SaaS,Kolkata,2024-02-01,910000,1446861,Mid,Yes,"Spark, Git, dbt, Pandas, Machine Learning, Power BI, SQL, Tableau"
JOB0132,Senior Data Analyst,DataPeak,BFSI,Chennai,2024-03-21,1970000,2367840,Senior,Hybrid,"NumPy, R, Looker, Statistics"
JOB0133,Data Analyst,InsightHub,Retail,Gurugram,2024-03-29,1020000,1314106,Mid,Yes,"Spark, DAX, Snowflake, ETL, Power BI"
JOB0134,Senior Data Analyst,NovaSoft,EdTech,Pune,2024-03-30,1530000,1680657,Senior,Hybrid,"TensorFlow, Snowflake, DAX, Excel, Spark, ETL, R"
JOB0135,Senior Data Analyst,AnalytiQ,Fintech,Ahmedabad,2024-02-27,1450000,1791297,Senior,Hybrid,"Pandas, TensorFlow, NumPy, Power BI, R, SQL, Azure"
JOB0136,Senior Data Analyst,CoreMetrics,Healthcare,Hyderabad,2024-02-25,1550000,1683437,Senior,Hybrid,"ETL, Power BI, Azure, Snowflake, SQL, Git, AWS, Spark"
JOB0137,Senior Data Analyst,TechCorp,Retail,Noida,2024-03-10,1870000,2132437,Senior,Hybrid,"AWS, DAX, Spark, Looker, NumPy, Power BI, Statistics"
JOB0138,Junior Data Analyst,MetricsMind,Healthcare,Hyderabad,2024-02-22,490000,897991,Entry,Hybrid,"Power BI, Git, Looker"
JOB0139,Senior Data Analyst,ClarityBI,BFSI,Kolkata,2024-01-12,1580000,2118168,Senior,Yes,"SQL, TensorFlow, Excel, DAX"
JOB0140,Data Analyst,DataPeak,BFSI,Ahmedabad,2024-01-23,990000,1455122,Mid,Hybrid,"Tableau, DAX, R, Excel, AWS, Snowflake"
JOB0141,Junior Data Analyst,TechCorp,Logistics,Noida,2024-01-13,440000,676579,Entry,Hybrid,"Machine Learning, Spark, ETL, Power BI, DAX, dbt"
JOB0142,Junior Data Analyst,InfoSys Analytics,Retail,Delhi,2024-02-09,540000,671009,Entry,Yes,"ETL, Excel, R, SQL, Looker, TensorFlow, Snowflake, Machine Learning"
JOB0143,Junior Data Analyst,PrimeAnalytics,Healthcare,Delhi,2024-02-26,530000,725308,Entry,Hybrid,"Machine Learning, ETL, Excel, Tableau, dbt, AWS, Power BI"
JOB0144,Data Analyst,Quantify,Retail,Noida,2024-02-07,810000,1236150,Mid,Yes,"Snowflake, Excel, AWS"
JOB0145,Senior Data Analyst,VisionAI,SaaS,Kolkata,2024-03-19,1570000,2141980,Senior,No,"TensorFlow, Machine Learning, Tableau"
JOB0146,Data Analyst,DataVision,BFSI,Chennai,2024-03-03,860000,1310594,Mid,Yes,"Power BI, DAX, Spark, ETL, Tableau, Excel, NumPy"
JOB0147,Junior Data Analyst,VisionAI,BFSI,Hyderabad,2024-03-14,520000,1045148,Entry,Hybrid,"dbt, Excel, Looker, Power BI, DAX, Pandas, Azure, AWS"
JOB0148,Data Analyst,ZetaData,Fintech,Bangalore,2024-01-11,960000,1131028,Mid,No,"Machine Learning, AWS, NumPy, Statistics, Snowflake, Git"
JOB0149,Data Analyst,ByteWise,E-Commerce,Noida,2024-01-06,1090000,1443810,Mid,Yes,"Statistics, AWS, TensorFlow, dbt, Python, Azure, NumPy"
JOB0150,Senior Data Analyst,MetricsMind,BFSI,Chennai,2024-01-07,1990000,2374576,Senior,No,"DAX, Python, Snowflake, SQL"
